"variant_edge_id","variant_id","variant_name","base_pattern_id","base_edge_id","strategy_family_id","terminal_direction","edge_type","from_state_id","from_state_name","to_state_id","to_state_name","transition_guard","result","terminal_intent","invalidation_guard","expiry_class","location_code","location_condition_ids","location_availability","observability","provenance","inherited_source_ids"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E00","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","","STR-BOOK-IMBALANCE","LONG","LOCATION_ARM","S00_ARMED_BY_HOOK","Hookがderived named PatternのObservation Instanceを開始","V00_LOCATION_CONTEXT_CONFIRMED","Profile LVN context confirmed","location=PROFILE_LVN; candidates=CD-G11-009 CD-G11-010","ADVANCED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E01","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E01","STR-BOOK-IMBALANCE","LONG","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","Profile LVN context confirmed","S01_OBSERVED","multi-level bid>ask skew","direction=LONG; base_guard=multi-level bid>ask skew","ADVANCED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E02","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E02","STR-BOOK-IMBALANCE","LONG","ADVANCE","S01_OBSERVED","multi-level bid>ask skew","S02_OBSERVED","skew持続／増幅","direction=LONG; base_guard=skew持続／増幅","ADVANCED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E03","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E03","STR-BOOK-IMBALANCE","LONG","ADVANCE","S02_OBSERVED","skew持続／増幅","S03_OBSERVED","buy market flow参加","direction=LONG; base_guard=buy market flow参加","ADVANCED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E04","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E04","STR-BOOK-IMBALANCE","LONG","ADVANCE","S03_OBSERVED","buy market flow参加","S04_OBSERVED","price上進","direction=LONG; base_guard=price上進","ADVANCED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E05","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E05","STR-BOOK-IMBALANCE","LONG","ADVANCE","S04_OBSERVED","price上進","S05_OBSERVED","support depth切上げ","direction=LONG; base_guard=support depth切上げ","ADVANCED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E90","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E90","STR-BOOK-IMBALANCE","LONG","TERMINAL","S05_OBSERVED","support depth切上げ","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","direction=LONG; base_terminal=BUY ready","ORDER_READY","LONG_READY","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E98","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E98","STR-BOOK-IMBALANCE","LONG","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","bid skew pullかsell absorption","INVALIDATED","","bid skew pullかsell absorption","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001::E99","VAR-BI-BID-PERSIST-BUYCONFIRM-LONG-PROFILE_LVN-001","Book Imbalance / Persistent Bid Skew / Buy-Flow Confirmation / LONG / Profile LVN","PAT-BI-BID-PERSIST-BUYCONFIRM-001","PAT-BI-BID-PERSIST-BUYCONFIRM-001::E99","STR-BOOK-IMBALANCE","LONG","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E00","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","","STR-BOOK-IMBALANCE","SHORT","LOCATION_ARM","S00_ARMED_BY_HOOK","Hookがderived named PatternのObservation Instanceを開始","V00_LOCATION_CONTEXT_CONFIRMED","Best Ask context confirmed","location=BEST_BID_ASK; candidates=CD-G03-003 CD-G03-004","ADVANCED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E01","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E01","STR-BOOK-IMBALANCE","SHORT","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","Best Ask context confirmed","S01_OBSERVED","multi-level ask>bid skew","direction=SHORT; base_guard=multi-level ask>bid skew","ADVANCED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E02","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E02","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S01_OBSERVED","multi-level ask>bid skew","S02_OBSERVED","skew持続／増幅","direction=SHORT; base_guard=skew持続／増幅","ADVANCED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E03","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E03","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S02_OBSERVED","skew持続／増幅","S03_OBSERVED","sell market flow参加","direction=SHORT; base_guard=sell market flow参加","ADVANCED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E04","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E04","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S03_OBSERVED","sell market flow参加","S04_OBSERVED","price下進","direction=SHORT; base_guard=price下進","ADVANCED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E05","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E05","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S04_OBSERVED","price下進","S05_OBSERVED","resistance depth切下げ","direction=SHORT; base_guard=resistance depth切下げ","ADVANCED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E90","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E90","STR-BOOK-IMBALANCE","SHORT","TERMINAL","S05_OBSERVED","resistance depth切下げ","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","direction=SHORT; base_terminal=SELL ready","ORDER_READY","SHORT_READY","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E98","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E98","STR-BOOK-IMBALANCE","SHORT","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","ask skew pullかbuy absorption","INVALIDATED","","ask skew pullかbuy absorption","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001::E99","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-BEST_BID_ASK-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Best Ask","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E99","STR-BOOK-IMBALANCE","SHORT","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","BEST_BID_ASK","CD-G03-003 CD-G03-004","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E00","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","","STR-BOOK-IMBALANCE","SHORT","LOCATION_ARM","S00_ARMED_BY_HOOK","Hookがderived named PatternのObservation Instanceを開始","V00_LOCATION_CONTEXT_CONFIRMED","Visible Ask Wall context confirmed","location=VISIBLE_BOOK_WALL; candidates=CD-G06-031 CD-G06-032","ADVANCED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E01","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E01","STR-BOOK-IMBALANCE","SHORT","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","Visible Ask Wall context confirmed","S01_OBSERVED","multi-level ask>bid skew","direction=SHORT; base_guard=multi-level ask>bid skew","ADVANCED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E02","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E02","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S01_OBSERVED","multi-level ask>bid skew","S02_OBSERVED","skew持続／増幅","direction=SHORT; base_guard=skew持続／増幅","ADVANCED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E03","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E03","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S02_OBSERVED","skew持続／増幅","S03_OBSERVED","sell market flow参加","direction=SHORT; base_guard=sell market flow参加","ADVANCED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E04","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E04","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S03_OBSERVED","sell market flow参加","S04_OBSERVED","price下進","direction=SHORT; base_guard=price下進","ADVANCED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E05","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E05","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S04_OBSERVED","price下進","S05_OBSERVED","resistance depth切下げ","direction=SHORT; base_guard=resistance depth切下げ","ADVANCED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E90","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E90","STR-BOOK-IMBALANCE","SHORT","TERMINAL","S05_OBSERVED","resistance depth切下げ","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","direction=SHORT; base_terminal=SELL ready","ORDER_READY","SHORT_READY","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E98","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E98","STR-BOOK-IMBALANCE","SHORT","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","ask skew pullかbuy absorption","INVALIDATED","","ask skew pullかbuy absorption","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001::E99","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-VISIBLE_BOOK_WALL-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Visible Ask Wall","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E99","STR-BOOK-IMBALANCE","SHORT","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","VISIBLE_BOOK_WALL","CD-G06-031 CD-G06-032","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E00","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","","STR-BOOK-IMBALANCE","SHORT","LOCATION_ARM","S00_ARMED_BY_HOOK","Hookがderived named PatternのObservation Instanceを開始","V00_LOCATION_CONTEXT_CONFIRMED","Rolling 5m High context confirmed","location=ROLLING_5M_EXTREME; candidates=CD-G03-025 CD-G03-026","ADVANCED","","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E01","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E01","STR-BOOK-IMBALANCE","SHORT","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","Rolling 5m High context confirmed","S01_OBSERVED","multi-level ask>bid skew","direction=SHORT; base_guard=multi-level ask>bid skew","ADVANCED","","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E02","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E02","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S01_OBSERVED","multi-level ask>bid skew","S02_OBSERVED","skew持続／増幅","direction=SHORT; base_guard=skew持続／増幅","ADVANCED","","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E03","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E03","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S02_OBSERVED","skew持続／増幅","S03_OBSERVED","sell market flow参加","direction=SHORT; base_guard=sell market flow参加","ADVANCED","","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E04","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E04","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S03_OBSERVED","sell market flow参加","S04_OBSERVED","price下進","direction=SHORT; base_guard=price下進","ADVANCED","","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E05","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E05","STR-BOOK-IMBALANCE","SHORT","ADVANCE","S04_OBSERVED","price下進","S05_OBSERVED","resistance depth切下げ","direction=SHORT; base_guard=resistance depth切下げ","ADVANCED","","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E90","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E90","STR-BOOK-IMBALANCE","SHORT","TERMINAL","S05_OBSERVED","resistance depth切下げ","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","direction=SHORT; base_terminal=SELL ready","ORDER_READY","SHORT_READY","","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
"VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001::E98","VAR-BI-ASK-PERSIST-SELLCONFIRM-SHORT-ROLLING_5M_EXTREME-001","Book Imbalance / Persistent Ask Skew / Sell-Flow Confirmation / SHORT / Rolling 5m High","PAT-BI-ASK-PERSIST-SELLCONFIRM-001","PAT-BI-ASK-PERSIST-SELLCONFIRM-001::E98","STR-BOOK-IMBALANCE","SHORT","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","ask skew pullかbuy absorption","INVALIDATED","","ask skew pullかbuy absorption","REACTION","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","DIRECT","DELTAENGINE_DERIVED_VARIANT","S25 S26"
